sn_0,sr_0,sn_1,sr_1,total,average,cn,hn,en,sgn,end
Judge at C,76.000,Judge at B,75.000,151,75.5,Colleen Church Mcdowall,Zero Gravity,West Coast Dressage Festival,Grand Prix (Class 319),end
