sn_0,sr_0,sn_1,sr_1,sn_2,sr_2,sn_3,sr_3,sn_4,sr_4,sum,av,cn,hn,en,sgn,end
E,74.265,H,73.887,C,72.500,M,72.250,B,72.920,365.822,73.164,Mark Slater,Sandro's Touch,West Coast Dressage Festival,International Arena 1,end
