sgn_0,st_0,sgn_1,st_1,sgn_2,st_2,sgn_3,st_3,sgn_4,st_4,sgn_5,st_5,sgn_6,st_6,sgn_7,st_7,en,loc,end
USEF Developing Horse Prix St. George,2:45,Grand Prix (Class 319),3:00,First - 4th Musical Freestyle Test of Choice,3:57,CDIW Grand Prix Freestyle,4:06,CDI 3* Intermediate B,4:24,CDI 1* Intermediate Freestyle,5:12,CDI-P FEI Pony Freestyle,5:30,CDI-J FEI Junior Freestyle,6:01,West Coast Dressage Festival,Galway Downs Equestrian Center,end
