contestant_name_0,horse_name_0,contestant_id_0,event_name_0,location_0,segment_name_0,contestant_name_1,horse_name_1,contestant_id_1,event_name_1,location_1,segment_name_1,contestant_name_2,horse_name_2,contestant_id_2,event_name_2,location_2,segment_name_2,contestant_name_3,horse_name_3,contestant_id_3,event_name_3,location_3,segment_name_3,end
Mark Slater,Legolas,27,West Coast Dressage Festival,Galway Downs Equestrian Center,USEF Developing Horse Prix St. George,John Beal,John Beal,28,West Coast Dressage Festival,Galway Downs Equestrian Center,USEF Developing Horse Prix St. George,Alison,Yuvi,29,West Coast Dressage Festival,Galway Downs Equestrian Center,USEF Developing Horse Prix St. George,Sarah Lockman,,30,West Coast Dressage Festival,Galway Downs Equestrian Center,USEF Developing Horse Prix St. George,end
